dise_id	dise_name	freq	hpo_id	hpo_name	mesh_id
7	3C syndrome	Frequent (79-30%)	HP:0006695	Atrioventricular canal defect	C562831
7	3C syndrome	Frequent (79-30%)	HP:0006695	Atrioventricular canal defect	D004694
7	3C syndrome	Occasional (29-5%)	HP:0006709	Aplasia/Hypoplasia of the nipples	
7	3C syndrome	Frequent (79-30%)	HP:0007360	Aplasia/Hypoplasia of the cerebellum	
7	3C syndrome	Occasional (29-5%)	HP:0008736	Hypoplasia of penis	
7	3C syndrome	Occasional (29-5%)	HP:0008872	Feeding difficulties in infancy	
7	3C syndrome	Occasional (29-5%)	HP:0008897	Postnatal growth retardation	
8	47,XYY syndrome	Very frequent (99-80%)	HP:0000750	Delayed speech and language development	D007805
8	47,XYY syndrome	Frequent (79-30%)	HP:0000752	Hyperactivity	D006948
8	47,XYY syndrome	Frequent (79-30%)	HP:0001249	Intellectual disability	D008607
8	47,XYY syndrome	Occasional (29-5%)	HP:0001250	Seizures	D012640
8	47,XYY syndrome	Frequent (79-30%)	HP:0001319	Neonatal hypotonia	D009123
9	Tetrasomy X	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
10	48,XXYY syndrome	Very frequent (99-80%)	HP:0001249	Intellectual disability	D008607
10	48,XXYY syndrome	Occasional (29-5%)	HP:0001250	Seizures	D012640
10	48,XXYY syndrome	Occasional (29-5%)	HP:0001251	Ataxia	D002524
10	48,XXYY syndrome	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
10	48,XXYY syndrome	Occasional (29-5%)	HP:0001260	Dysarthria	D004401
10	48,XXYY syndrome	Frequent (79-30%)	HP:0001337	Tremor	D014202
10	48,XXYY syndrome	Frequent (79-30%)	HP:0001513	Obesity	D009765
10	48,XXYY syndrome	Frequent (79-30%)	HP:0002019	Constipation	D003248
10	48,XXYY syndrome	Occasional (29-5%)	HP:0002020	Gastroesophageal reflux	D006356
10	48,XXYY syndrome	Occasional (29-5%)	HP:0002104	Apnea	D001049
10	48,XXYY syndrome	Very frequent (99-80%)	HP:0002167	Neurological speech impairment	D013064
11	Pentasomy X	Frequent (79-30%)	HP:0001249	Intellectual disability	D008607
11	Pentasomy X	Very frequent (99-80%)	HP:0001252	Muscular hypotonia	D009123
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0000508	Ptosis	D001763
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0000711	Restlessness	
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0000713	Agitation	
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0000716	Depression	D003866
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0000750	Delayed speech and language development	D007805
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0000980	Pallor	D010167
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001249	Intellectual disability	D008607
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001250	Seizures	D004827
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001250	Seizures	D012640
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001251	Ataxia	D002524
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001263	Global developmental delay	
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001266	Choreoathetosis	
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001270	Motor delay	
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001276	Hypertonia	D009122
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001332	Dystonia	D004421
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001336	Myoclonus	D009207
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0001347	Hyperreflexia	D012021
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002015	Dysphagia	D003680
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002063	Rigidity	D009127
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002067	Bradykinesia	D018476
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002071	Abnormality of extrapyramidal motor function	D001480
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002072	Chorea	D002819
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002169	Clonus	
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Frequent (79-30%)	HP:0002179	Opisthotonus	
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002329	Drowsiness	D012894
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002421	Poor head control	
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002487	Hyperkinesis	D006948
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002487	Hyperkinesis	D013035
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002521	Hypsarrhythmia	D013036
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0002527	Falls	
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0003781	Excessive salivation	D012798
13	6-pyruvoyl-tetrahydropterin synthase deficiency	Occasional (29-5%)	HP:0010553	Oculogyric crisis	
14	Abetalipoproteinemia	Occasional (29-5%)	HP:0000505	Visual impairment	D014786
14	Abetalipoproteinemia	Occasional (29-5%)	HP:0000505	Visual impairment	D015354
14	Abetalipoproteinemia	Frequent (79-30%)	HP:0001251	Ataxia	D002524
14	Abetalipoproteinemia	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
14	Abetalipoproteinemia	Frequent (79-30%)	HP:0001315	Reduced tendon reflexes	
14	Abetalipoproteinemia	Very frequent (99-80%)	HP:0002024	Malabsorption	
14	Abetalipoproteinemia	Frequent (79-30%)	HP:0007703	Abnormality of retinal pigmentation	
14	Abetalipoproteinemia	Frequent (79-30%)	HP:0100022	Abnormality of movement	D009069
15	Achondroplasia	Occasional (29-5%)	HP:0000238	Hydrocephalus	D006849
15	Achondroplasia	Very frequent (99-80%)	HP:0000256	Macrocephaly	
15	Achondroplasia	Very frequent (99-80%)	HP:0000389	Chronic otitis media	
15	Achondroplasia	Frequent (79-30%)	HP:0000405	Conductive hearing impairment	D006314
15	Achondroplasia	Very frequent (99-80%)	HP:0000463	Anteverted nares	
15	Achondroplasia	Frequent (79-30%)	HP:0000678	Dental crowding	D008310
15	Achondroplasia	Frequent (79-30%)	HP:0000689	Dental malocclusion	D008310
15	Achondroplasia	Very frequent (99-80%)	HP:0000772	Abnormality of the ribs	
15	Achondroplasia	Frequent (79-30%)	HP:0000774	Narrow chest	
15	Achondroplasia	Very frequent (99-80%)	HP:0000944	Abnormality of the metaphysis	
15	Achondroplasia	Occasional (29-5%)	HP:0000956	Acanthosis nigricans	D000052
15	Achondroplasia	Frequent (79-30%)	HP:0000975	Hyperhidrosis	D006945
15	Achondroplasia	Frequent (79-30%)	HP:0000975	Hyperhidrosis	D013546
15	Achondroplasia	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
15	Achondroplasia	Occasional (29-5%)	HP:0001260	Dysarthria	D004401
15	Achondroplasia	Occasional (29-5%)	HP:0001387	Joint stiffness	
15	Achondroplasia	Frequent (79-30%)	HP:0001511	Intrauterine growth retardation	D005317
15	Achondroplasia	Frequent (79-30%)	HP:0001511	Intrauterine growth retardation	D007236
15	Achondroplasia	Frequent (79-30%)	HP:0001513	Obesity	D009765
15	Achondroplasia	Occasional (29-5%)	HP:0001522	Death in infancy	
15	Achondroplasia	Occasional (29-5%)	HP:0001645	Sudden cardiac death	D016757
15	Achondroplasia	Very frequent (99-80%)	HP:0002007	Frontal bossing	
15	Achondroplasia	Frequent (79-30%)	HP:0002104	Apnea	D001049
15	Achondroplasia	Frequent (79-30%)	HP:0002119	Ventriculomegaly	
15	Achondroplasia	Occasional (29-5%)	HP:0002167	Neurological speech impairment	D013064
15	Achondroplasia	Very frequent (99-80%)	HP:0002645	Wormian bones	
15	Achondroplasia	Frequent (79-30%)	HP:0002808	Kyphosis	D007738
15	Achondroplasia	Frequent (79-30%)	HP:0002867	Abnormality of the ilium	
15	Achondroplasia	Frequent (79-30%)	HP:0002870	Obstructive sleep apnea	D020181
15	Achondroplasia	Very frequent (99-80%)	HP:0002970	Genu varum	D056305
15	Achondroplasia	Occasional (29-5%)	HP:0003042	Elbow dislocation	
15	Achondroplasia	Very frequent (99-80%)	HP:0003307	Hyperlordosis	D008141
15	Achondroplasia	Frequent (79-30%)	HP:0003312	Abnormal form of the vertebral bodies	
15	Achondroplasia	Occasional (29-5%)	HP:0003416	Spinal canal stenosis	
15	Achondroplasia	Frequent (79-30%)	HP:0005019	Diaphyseal thickening	
15	Achondroplasia	Very frequent (99-80%)	HP:0005280	Depressed nasal bridge	
15	Achondroplasia	Frequent (79-30%)	HP:0005692	Joint hyperflexibility	
15	Achondroplasia	Frequent (79-30%)	HP:0006487	Bowing of the long bones	
15	Achondroplasia	Frequent (79-30%)	HP:0008803	Narrow sacroiliac notch	
15	Achondroplasia	Very frequent (99-80%)	HP:0008873	Disproportionate short-limb short stature	
15	Achondroplasia	Very frequent (99-80%)	HP:0008905	Rhizomelia	
15	Achondroplasia	Very frequent (99-80%)	HP:0008921	Neonatal short-limb short stature	
15	Achondroplasia	Frequent (79-30%)	HP:0009811	Abnormality of the elbow	
15	Achondroplasia	Frequent (79-30%)	HP:0011800	Midface retrusion	
15	Achondroplasia	Frequent (79-30%)	HP:0100818	Long thorax	
16	Blue cone monochromatism	Occasional (29-5%)	HP:0000505	Visual impairment	D014786
16	Blue cone monochromatism	Occasional (29-5%)	HP:0000505	Visual impairment	D015354
16	Blue cone monochromatism	Occasional (29-5%)	HP:0000512	Abnormal electroretinogram	
16	Blue cone monochromatism	Occasional (29-5%)	HP:0000613	Photophobia	D020795
16	Blue cone monochromatism	Occasional (29-5%)	HP:0001131	Corneal dystrophy	
16	Blue cone monochromatism	Occasional (29-5%)	HP:0007703	Abnormality of retinal pigmentation	
16	Blue cone monochromatism	Very frequent (99-80%)	HP:0007939	Blue cone monochromacy	C536238
22	Succinic semialdehyde dehydrogenase deficiency	Frequent (79-30%)	HP:0000708	Behavioral abnormality	D000066553
22	Succinic semialdehyde dehydrogenase deficiency	Frequent (79-30%)	HP:0000708	Behavioral abnormality	D001526
22	Succinic semialdehyde dehydrogenase deficiency	Very frequent (99-80%)	HP:0001249	Intellectual disability	D008607
22	Succinic semialdehyde dehydrogenase deficiency	Very frequent (99-80%)	HP:0001251	Ataxia	D002524
22	Succinic semialdehyde dehydrogenase deficiency	Very frequent (99-80%)	HP:0001252	Muscular hypotonia	D009123
22	Succinic semialdehyde dehydrogenase deficiency	Very frequent (99-80%)	HP:0001263	Global developmental delay	
22	Succinic semialdehyde dehydrogenase deficiency	Very frequent (99-80%)	HP:0001939	Abnormality of metabolism/homeostasis	
22	Succinic semialdehyde dehydrogenase deficiency	Frequent (79-30%)	HP:0002069	Generalized tonic-clonic seizures	D012640
22	Succinic semialdehyde dehydrogenase deficiency	Frequent (79-30%)	HP:0002123	Generalized myoclonic seizures	D004831
22	Succinic semialdehyde dehydrogenase deficiency	Frequent (79-30%)	HP:0002123	Generalized myoclonic seizures	D020191
22	Succinic semialdehyde dehydrogenase deficiency	Frequent (79-30%)	HP:0002133	Status epilepticus	D013226
23	Argininosuccinic aciduria	Frequent (79-30%)	HP:0001249	Intellectual disability	D008607
23	Argininosuccinic aciduria	Frequent (79-30%)	HP:0001251	Ataxia	D002524
23	Argininosuccinic aciduria	Frequent (79-30%)	HP:0001987	Hyperammonemia	D022124
23	Argininosuccinic aciduria	Frequent (79-30%)	HP:0002353	EEG abnormality	
23	Argininosuccinic aciduria	Very frequent (99-80%)	HP:0003217	Hyperglutaminemia	
23	Argininosuccinic aciduria	Very frequent (99-80%)	HP:0003218	Oroticaciduria	
23	Argininosuccinic aciduria	Very frequent (99-80%)	HP:0003355	Aminoaciduria	
23	Argininosuccinic aciduria	Frequent (79-30%)	HP:0004322	Short stature	
23	Argininosuccinic aciduria	Very frequent (99-80%)	HP:0005961	Hypoargininemia	
23	Argininosuccinic aciduria	Occasional (29-5%)	HP:0009886	Trichorrhexis nodosa	
23	Argininosuccinic aciduria	Occasional (29-5%)	HP:0011362	Abnormal hair quantity	
25	Glutaryl-CoA dehydrogenase deficiency	Very frequent (99-80%)	HP:0000239	Large fontanelles	
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0000256	Macrocephaly	
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0000496	Abnormality of eye movement	
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0000737	Irritability	
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0001250	Seizures	D004827
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0001250	Seizures	D012640
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0001257	Spasticity	D009128
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0001259	Coma	D003128
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0001266	Choreoathetosis	
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0001288	Gait disturbance	
25	Glutaryl-CoA dehydrogenase deficiency	Very frequent (99-80%)	HP:0001298	Encephalopathy	D001927
25	Glutaryl-CoA dehydrogenase deficiency	Very frequent (99-80%)	HP:0001332	Dystonia	D004421
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0001373	Joint dislocation	D004204
25	Glutaryl-CoA dehydrogenase deficiency	Very frequent (99-80%)	HP:0001942	Metabolic acidosis	D000138
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0001999	Abnormal facial shape	
25	Glutaryl-CoA dehydrogenase deficiency	Very frequent (99-80%)	HP:0002013	Vomiting	D014839
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0002047	Malignant hyperthermia	D008305
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0002071	Abnormality of extrapyramidal motor function	D001480
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0002076	Migraine	D008881
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0002167	Neurological speech impairment	D013064
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0002170	Intracranial hemorrhage	D020300
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0002301	Hemiplegia	D006429
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0002321	Vertigo	D004244
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0002321	Vertigo	D014717
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0002376	Developmental regression	
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0002637	Cerebral ischemia	D002545
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0008046	Abnormality of the retinal vasculature	
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0008872	Feeding difficulties in infancy	
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0011220	Prominent forehead	
25	Glutaryl-CoA dehydrogenase deficiency	Frequent (79-30%)	HP:0100022	Abnormality of movement	D009069
25	Glutaryl-CoA dehydrogenase deficiency	Occasional (29-5%)	HP:0100543	Cognitive impairment	D060825
25	Glutaryl-CoA dehydrogenase deficiency	Very frequent (99-80%)	HP:0100660	Dyskinesia	D020820
26	Methylmalonic acidemia with homocystinuria	Very frequent (99-80%)	HP:0000646	Amblyopia	D000550
26	Methylmalonic acidemia with homocystinuria	Very frequent (99-80%)	HP:0001249	Intellectual disability	D008607
26	Methylmalonic acidemia with homocystinuria	Very frequent (99-80%)	HP:0001250	Seizures	D012640
26	Methylmalonic acidemia with homocystinuria	Very frequent (99-80%)	HP:0001252	Muscular hypotonia	D009123
26	Methylmalonic acidemia with homocystinuria	Very frequent (99-80%)	HP:0001254	Lethargy	D053609
26	Methylmalonic acidemia with homocystinuria	Very frequent (99-80%)	HP:0012378	Fatigue	D005221
27	Vitamin B12-unresponsive methylmalonic acidemia	Frequent (79-30%)	HP:0001249	Intellectual disability	D008607
27	Vitamin B12-unresponsive methylmalonic acidemia	Occasional (29-5%)	HP:0001250	Seizures	D012640
27	Vitamin B12-unresponsive methylmalonic acidemia	Occasional (29-5%)	HP:0001251	Ataxia	D002524
27	Vitamin B12-unresponsive methylmalonic acidemia	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
27	Vitamin B12-unresponsive methylmalonic acidemia	Very frequent (99-80%)	HP:0001254	Lethargy	D053609
27	Vitamin B12-unresponsive methylmalonic acidemia	Very frequent (99-80%)	HP:0001259	Coma	D003128
27	Vitamin B12-unresponsive methylmalonic acidemia	Occasional (29-5%)	HP:0002167	Neurological speech impairment	D013064
27	Vitamin B12-unresponsive methylmalonic acidemia	Occasional (29-5%)	HP:0002273	Tetraparesis	D011782
27	Vitamin B12-unresponsive methylmalonic acidemia	Occasional (29-5%)	HP:0002385	Paraparesis	D020335
28	Vitamin B12-responsive methylmalonic acidemia	Frequent (79-30%)	HP:0001249	Intellectual disability	D008607
28	Vitamin B12-responsive methylmalonic acidemia	Frequent (79-30%)	HP:0001252	Muscular hypotonia	D009123
28	Vitamin B12-responsive methylmalonic acidemia	Very frequent (99-80%)	HP:0001254	Lethargy	D053609
28	Vitamin B12-responsive methylmalonic acidemia	Very frequent (99-80%)	HP:0001259	Coma	D003128
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0000239	Large fontanelles	
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0000252	Microcephaly	
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0000268	Dolichocephaly	
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0000325	Triangular face	
29	Mevalonic aciduria	Frequent (79-30%)	HP:0000368	Low-set, posteriorly rotated ears	
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0000494	Downslanted palpebral fissures	
29	Mevalonic aciduria	Frequent (79-30%)	HP:0000518	Cataract	D002386
29	Mevalonic aciduria	Frequent (79-30%)	HP:0000592	Blue sclerae	
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0001249	Intellectual disability	D008607
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0001250	Seizures	D004827
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0001250	Seizures	D012640
29	Mevalonic aciduria	Frequent (79-30%)	HP:0001251	Ataxia	D002524
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0001252	Muscular hypotonia	D009123
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0001263	Global developmental delay	
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0001744	Splenomegaly	D013163
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0002120	Cerebral cortical atrophy	
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0002750	Delayed skeletal maturation	
29	Mevalonic aciduria	Very frequent (99-80%)	HP:0004322	Short stature	
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0000069	Abnormality of the ureter	
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0000316	Hypertelorism	D006972
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0000368	Low-set, posteriorly rotated ears	
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0000431	Wide nasal bridge	
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0000494	Downslanted palpebral fissures	
30	Hereditary orotic aciduria	Very frequent (99-80%)	HP:0001263	Global developmental delay	
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0001385	Hip dysplasia	D006618
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0001643	Patent ductus arteriosus	D004374
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0001744	Splenomegaly	D013163
30	Hereditary orotic aciduria	Very frequent (99-80%)	HP:0001903	Anemia	D000740
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0002205	Recurrent respiratory infections	
30	Hereditary orotic aciduria	Very frequent (99-80%)	HP:0003218	Oroticaciduria	
30	Hereditary orotic aciduria	Very frequent (99-80%)	HP:0003355	Aminoaciduria	
30	Hereditary orotic aciduria	Very frequent (99-80%)	HP:0003526	Orotic acid crystalluria	
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0005435	Impaired T cell function	
30	Hereditary orotic aciduria	Frequent (79-30%)	HP:0008388	Abnormality of the toenails	
31	Oxoglutaricaciduria	Frequent (79-30%)	HP:0000238	Hydrocephalus	D006849
31	Oxoglutaricaciduria	Very frequent (99-80%)	HP:0000816	Abnormality of Krebs cycle metabolism	
31	Oxoglutaricaciduria	Very frequent (99-80%)	HP:0001251	Ataxia	D002524
31	Oxoglutaricaciduria	Very frequent (99-80%)	HP:0001263	Global developmental delay	
31	Oxoglutaricaciduria	Very frequent (99-80%)	HP:0001276	Hypertonia	D009122
